vol,ask,bid,open,close,high,low,start,end
669223,79391.25,79377.75,2831,2836.5,2837.75,2830,2017-11-06 09:30:00,2017-11-06 16:15:00
972685,79371,79357,2837,2834.75,2841.25,2828.5,2017-11-07 09:30:00,2017-11-07 16:15:00
855250,79410.25,79396.25,2833,2839,2840.25,2829.25,2017-11-08 09:30:00,2017-11-08 16:15:00
1799195,79083.25,79069.25,2826,2831.25,2832,2811,2017-11-09 09:30:00,2017-11-09 16:15:00
894843,79137.75,79124.25,2824.5,2827.5,2829.5,2820.75,2017-11-10 09:30:00,2017-11-10 16:15:00
792092,79216,79202.25,2818.25,2829.75,2833.25,2818,2017-11-13 09:30:00,2017-11-13 16:15:00
1356117,79043.75,79030,2821.75,2825.75,2826,2812,2017-11-14 09:30:00,2017-11-14 16:15:00
1563283,78801.5,78787.5,2812.75,2812.75,2819.25,2803.25,2017-11-15 09:30:00,2017-11-15 16:15:00
1255348,79289.25,79275.75,2821.25,2833,2837.25,2821.25,2017-11-16 09:30:00,2017-11-16 16:15:00
949931,79209.75,79196,2830.25,2823.75,2831,2823.5,2017-11-17 09:30:00,2017-11-17 16:15:00
759477,79227,79213.25,2826.75,2830,2831.75,2824.75,2017-11-20 09:30:00,2017-11-20 16:15:00
900650,79677.75,79664.75,2839.25,2843.75,2848.25,2837,2017-11-21 09:30:00,2017-11-21 16:15:00
585174,79650,79636.75,2846.25,2842,2847.5,2841.5,2017-11-22 09:30:00,2017-11-22 16:15:00
19220,42670.75,42663.25,2844.5,2843,2845.25,2843.25,2017-11-23 09:30:00,2017-11-23 18:15:00
995641,125388,125368,2849.25,2849.25,2853.25,2845.5,2017-11-27 09:30:00,2017-11-27 16:15:00
1320076,80159.75,80145.75,2853.75,2873.5,2874.75,2852,2017-11-28 09:30:00,2017-11-28 16:15:00
1420854,80467.25,80453.75,2876.5,2873,2882,2867.5,2017-11-29 09:30:00,2017-11-29 16:15:00
2048119,81017,81003,2882.75,2889,2906.25,2882,2017-11-30 09:30:00,2017-11-30 16:15:00
2033743,80800.25,80786.25,2895,2892.25,2898.5,2852.75,2017-12-01 09:30:00,2017-12-01 16:15:00
1403429,81260.25,81246.25,2906.75,2886,2913,2884.75,2017-12-04 09:30:00,2017-12-04 16:15:00
995734,80865.75,80852.25,2890.75,2876.25,2896.5,2875.25,2017-12-05 09:30:00,2017-12-05 16:15:00
802022,80588,80574.5,2874.5,2877,2882.25,2871.75,2017-12-06 09:30:00,2017-12-06 16:15:00
187811,80751.5,80738,2875.25,2887.5,2888.75,2874,2017-12-07 09:30:00,2017-12-07 16:15:00
535155,81112.75,81098.75,2895.5,2899,2900,2891.5,2017-12-08 09:30:00,2017-12-08 16:15:00
